term,cf,df,offset
history,27,25,37718
histrionic,1,1,37743
hit,86,50,37744
hitche,2,2,37794
hitting,3,2,37796
hobbled,1,1,37798
hockey,5,1,37799
hodlen,1,1,37800
hoisted,3,3,37801
hok,1,1,37804
holbrooke,4,1,37805
hold,33,28,37806
holder,10,5,37834
holding,13,12,37839
holdover,1,1,37851
holdup,1,1,37852
hole,6,5,37853
holed,2,2,37858
holiday,6,4,37860
hollering,1,1,37864
holling,1,1,37865
holmberg,1,1,37866
holy,8,6,37867
homa,2,2,37873
homage,3,3,37875
home,136,57,37878
homeland,9,8,37935
homeless,30,20,37943
homeless0548,1,1,37963
homeowner,6,1,37964
homicide,1,1,37965
homily,8,8,37966
homosexual,7,3,37974
honest,3,3,37977
honesty,1,1,37980
hong,30,17,37981
honor,3,3,37998
honored,5,5,38001
hoo,1,1,38006
hood,2,2,38007
hop,3,2,38009
hope,40,33,38011
hoped,26,23,38044
hopeful,4,3,38067
hopelessly,1,1,38070
hoping,9,7,38071
hopkin,1,1,38078
hopper,1,1,38079
horace,1,1,38080
horde,1,1,38081
horizon,2,2,38082
hormone,2,2,38084
horn,2,2,38086
horned,1,1,38088
horrible,3,3,38089
horrific,1,1,38092
horrifying,2,2,38093
horror,6,6,38095
horse,5,5,38101
horsley,9,1,38106
horwitz,3,3,38107
hosni,9,9,38110
hospital,36,28,38119
hospitalization,1,1,38147
hospitalized,8,7,38148
host,3,3,38155
hostage,37,8,38158
hostel,2,2,38166
hostile,3,2,38168
hostility,3,1,38170
hot,4,4,38171
hotbed,2,2,38175
hotel,35,13,38177
hotly,2,2,38190
hour,91,61,38192
house,190,71,38253
housewife,1,1,38324
housing,8,4,38325
houston,1,1,38329
hovering,1,1,38330
howard,1,1,38331
however,70,52,38332
howling,3,3,38384
hr,2,2,38387
hsichih,2,2,38389
ht,11,11,38391
httpwwwchristiangallerycomatrocity,1,1,38402
htv,3,3,38403
hu,8,3,38406
hua,1,1,38409
hualien,2,2,38410
hub,7,7,38412
hubble,4,2,38419
huddled,2,2,38421
huffed,2,2,38423
huge,23,20,38425
hugged,1,1,38445
hugh,2,2,38446
hughe,3,3,38448
hugo,2,2,38451
human,105,49,38453
humanitarian,6,5,38502
humanity,10,7,38507
humid,1,1,38514
humiliate,1,1,38515
humiliated,1,1,38516
humiliation,2,2,38517
humming,1,1,38519
hundred,60,44,38520
hunger,7,6,38564
hunkered,1,1,38570
hunt,3,3,38571
hunter,6,3,38574
hunting,4,4,38577
hurled,2,2,38581
hurricane,55,10,38583
hurricaneaid,1,1,38593
hurricanegeorge,1,1,38594
hurriedly,1,1,38595
hurriyet,4,2,38596
hurry,1,1,38598
hurt,13,13,38599
hurting,1,1,38612
hurtle,1,1,38613
hurtling,2,2,38614
husband,13,8,38616
husein,1,1,38624
huseyin,3,3,38625
hussein,4,4,38628
husseinieh,2,2,38632
hutzler,3,3,38634
hyatt,2,1,38637
hybrid,2,2,38638
hyde,7,3,38640
hydraulic,1,1,38643
hydroelectric,1,1,38644
hymn,2,2,38645
hype,1,1,38647
hyperinflation,4,4,38648
hypothermia,2,1,38652
hysteria,1,1,38653
ian,2,2,38654
iberian,1,1,38656
ibero,7,3,38657
ibm,8,2,38660
ibn,2,2,38662
ibrahim,3,3,38664
ice,7,6,38667
icicle,1,1,38673
icon,1,1,38674
icy,1,1,38675
id,6,6,38676
idea,18,17,38682
ideal,3,3,38699
idealistic,2,2,38702
identification,7,6,38704
identified,40,34,38710
identify,9,9,38744
identifying,5,5,38753
identity,14,14,38758
ideological,14,4,38772
ideologically,2,2,38776
ideology,14,6,38778
idri,12,1,38784
if,253,121,38785
ifp,1,1,38906
ignited,1,1,38907
ignore,10,9,38908
ignored,10,8,38917
ignoring,2,2,38925
igor,1,1,38927
ii,39,11,38928
ikue,1,1,38939
ilan,2,2,38940
ill,29,18,38942
illan,8,4,38960
illegal,19,15,38964
illegally,3,3,38979
illicit,2,2,38982
illinoi,15,4,38984
illuminate,1,1,38988
illusion,1,1,38989
illustrated,1,1,38990
illustration,1,1,38991
iloco,1,1,38992
iloilo,2,2,38993
ilter,1,1,38995
im,34,21,38996
imad,2,1,39017
image,12,11,39018
imagine,4,4,39029
imagined,5,5,39033
imam,5,5,39038
imf,67,12,39043
immdiately,1,1,39055
immediate,15,15,39056
immediately,30,29,39071
immigrant,42,13,39100
immigration,1,1,39113
imminent,1,1,39114
immune,1,1,39115
immunity,23,7,39116
impact,22,14,39123
impacted,1,1,39137
impartial,1,1,39138
impartiality,1,1,39139
impasse,1,1,39140
impeach,8,7,39141
impeachable,3,3,39148
impeached,3,2,39151
impeaching,1,1,39153
impeachment,39,11,39154
impending,1,1,39165
imperialism,2,2,39166
imperil,1,1,39168
impetus,1,1,39169
implement,2,2,39170
implementation,6,5,39172
implemented,2,2,39177
implementing,1,1,39179
implicate,5,4,39180
implicated,6,5,39184
implicating,3,3,39189
implication,5,3,39192
implied,1,1,39195
implying,1,1,39196
import,3,2,39197
importance,1,1,39199
important,41,39,39200
imported,6,6,39239
importing,1,1,39245
impose,7,7,39246
imposed,17,15,39253
imposing,2,2,39268
impossible,10,9,39270
impoverished,7,7,39279
impress,1,1,39286
impressed,2,2,39287
impression,2,2,39289
imprisoned,9,7,39291
imprisonment,4,3,39298
improbable,2,2,39301
improve,13,11,39303
improved,6,5,39314
improvement,1,1,39319
improving,3,3,39320
improvisation,2,2,39323
impulsive,1,1,39325
impunity,1,1,39326
inability,2,2,39327
inacio,11,11,39329
inadequate,2,2,39340
inappropriate,4,4,39342
inaugurated,3,3,39346
inaugurating,3,3,39349
inauguration,7,1,39352
inauguration0757,1,1,39353
inbound,1,1,39354
inc,9,9,39355
incapable,1,1,39364
incarnate,1,1,39365
incendiary,1,1,39366
incentive,1,1,39367
inception,1,1,39368
incest,2,2,39369
inch,2,2,39371
inche,10,7,39373
incident,4,4,39380
incipient,1,1,39384
incite,1,1,39385
incitement,1,1,39386
inciting,5,5,39387
inclement,1,1,39392
include,38,37,39393
included,19,18,39430
including,102,78,39448
income,17,14,39526
incoming,1,1,39540
incomplete,1,1,39541
incomprehensible,1,1,39542
inconsistency,1,1,39543
inconvenience,1,1,39544
incorporate,1,1,39545
increase,27,16,39546
increased,9,9,39562
increasing,5,5,39571
increasingly,6,6,39576
incredibly,1,1,39582
incumbent,15,8,39583
incursion,3,2,39591
ind,4,3,39593
indeed,12,12,39596
indefinitely,1,1,39608
indentified,1,1,39609
independence,45,26,39610
independent,37,26,39636
independently,1,1,39662
index,2,2,39663
india,4,1,39665
indian,11,3,39666
indiana,1,1,39669
indicate,16,14,39670
indicated,19,19,39684
indicating,5,5,39703
indication,15,13,39708
indicator,1,1,39721
indict,7,4,39722
indicted,16,13,39726
indictment,32,15,39739
indifferent,1,1,39754
indirect,1,1,39755
indirectly,1,1,39756
individual,45,40,39757
individualistic,1,1,39797
indonesia,68,14,39798
indonesian,49,11,39812
indoor,2,2,39823
indoswiss,1,1,39825
inducement,1,1,39826
industrial,15,12,39827
industrialized,4,4,39839
industry,52,26,39843
ineffectual,2,2,39869
inescapable,1,1,39871
inevitable,3,3,39872
inevitably,1,1,39875
inexpensive,1,1,39876
inexperience,1,1,39877
inexperienced,2,2,39878
infancy,1,1,39880
infantry,1,1,39881
inferno,1,1,39882
infertility,1,1,39883
infiltration,2,2,39884
inflated,5,4,39886
inflating,1,1,39890
inflation,24,11,39891
inflationary,1,1,39902
inflict,2,2,39903
inflicted,3,1,39905
inflicting,1,1,39906
influence,23,16,39907
influential,10,9,39923
influx,1,1,39932
inform,1,1,39933
informal,1,1,39934
informant,3,2,39935
information,68,42,39937
informative,1,1,39979
informed,4,4,39980
informer,4,2,39984
informing,1,1,39986
infrastructure,7,6,39987
infringe,1,1,39993
infuriate,1,1,39994
infuriated,3,3,39995
infuse,1,1,39998
infused,2,2,39999
infusion,2,2,40001
ingredient,3,3,40003
ingushetia,2,1,40006
inhabitant,2,2,40007
inhabited,2,1,40009
inhalation,1,1,40010
inheritance,2,2,40011
inherited,2,2,40013
inhumane,1,1,40015
initial,3,3,40016
initially,17,17,40019
initiated,7,7,40036
initiative,7,6,40043
inject,1,1,40049
injecting,1,1,40050
injunction,1,1,40051
injure,3,3,40052
injured,33,26,40055
injuring,5,5,40081
injury,9,9,40086
injustice,4,4,40095
ink,1,1,40099
inkatha,12,4,40100
inkhata,1,1,40104
inland,1,1,40105
inmate,1,1,40106
inn,2,1,40107
inner,2,2,40108
innocent,14,14,40110
innocently,1,1,40124
innovation,1,1,40125
innovative,1,1,40126
input,1,1,40127
inquiry,24,12,40128
inroad,2,2,40140
inscribed,1,1,40142
inscription,2,2,40143
insert,5,4,40145
inside,19,19,40149
insight,4,4,40168
insignia,1,1,40172
insincere,1,1,40173
insist,6,6,40174
insisted,19,16,40180
insistence,1,1,40196
insistent,4,4,40197
insisting,6,6,40201
inspect,4,4,40207
inspected,4,2,40211
inspecting,1,1,40213
inspection,4,2,40214
inspiration,4,4,40216
inspired,3,3,40220
inspiring,1,1,40223
instability,2,2,40224
install,3,2,40226
installation,11,8,40228
installed,8,6,40236
installing,8,8,40242
installment,1,1,40250
instance,7,6,40251
instant,1,1,40257
instantly,1,1,40258
instead,25,25,40259
instill,1,1,40284
institute,16,14,40285
institution,13,13,40299
instructed,2,2,40312
instruction,2,2,40314
instrument,7,4,40316
insulate,1,1,40320
insulation,4,2,40321
insulting,1,1,40323
insurance,36,4,40324
insure,2,2,40328
insured,2,1,40330
insurer,13,1,40331
insurgency,2,2,40332
insurgent,4,3,40334
intact,1,1,40337
integral,1,1,40338
integration,4,1,40339
integrity,6,6,40340
intel,8,2,40346
intelligence,41,16,40348
intelligent,2,2,40364
intelsat,5,3,40366
intend,6,5,40369
intended,15,14,40374
intense,7,6,40388
intensely,2,2,40394
intensify,1,1,40396
intensity,1,1,40397
intensive,3,3,40398
intent,2,1,40401
intention,7,7,40402
intentional,2,2,40409
inter,2,2,40411
interactive,3,3,40413
interbank,2,2,40416
intercession,2,2,40418
interent,1,1,40420
interest,45,32,40421
interested,11,9,40453
interfax,10,7,40462
interfere,2,2,40469
interfered,1,1,40471
interference,1,1,40472
interim,7,6,40473
interior,21,13,40479
intermediary,1,1,40492
intermediate,1,1,40493
intern,1,1,40494
internal,7,7,40495
international,178,92,40502
internecine,2,2,40594
internet,27,9,40596
interpol,3,2,40605
interpret,1,1,40607
interpretation,1,1,40608
interpreted,1,1,40609
interpreter,1,1,40610
interrogate,4,4,40611
interrogated,1,1,40615
interrogation,4,4,40616
interrogator,3,3,40620
interrupted,1,1,40623
interrupting,1,1,40624
intersect,2,2,40625
intersection,2,2,40627
interval,2,2,40629
intervene,1,1,40631
intervened,2,2,40632
intervening,1,1,40634
intervention,5,5,40635
interview,49,38,40640
interviewed,6,5,40678
interviewing,2,1,40683
inthanon,3,2,40684
intimidated,4,3,40686
intimidation,2,2,40689
into,267,134,40691
intrepid,2,2,40825
intriguing,3,3,40827
introduce,1,1,40830
introduced,10,8,40831
introduction,1,1,40839
intuit,4,2,40840
invade,1,1,40842
invaded,10,10,40843
invading,1,1,40853
invalid,2,2,40854
invasion,3,3,40856
invented,1,1,40859
inventing,2,2,40860
invention,1,1,40862
inventory,1,1,40863
invest,5,5,40864
invested,1,1,40869
investigate,10,8,40870
investigated,4,4,40878
investigating,15,14,40882
investigation,52,39,40896
investigative,1,1,40935
investigator,91,32,40936
investing,5,5,40968
investment,18,16,40973
investor,30,20,40989
inviolability,1,1,41009
invisible,1,1,41010
invitation,5,1,41011
invited,3,3,41012
invoked,2,2,41015
involve,4,4,41017
involved,28,25,41021
involvement,15,13,41046
involving,6,5,41059
ion,1,1,41064
ionide,1,1,41065
ionized,1,1,41066
iran,74,24,41067
iranian,22,13,41091
iraq,36,19,41104
iraqi,8,6,41123
irian,1,1,41129
iridium,4,2,41130
irina,4,2,41132
irked,1,1,41134
iron,7,2,41135
ironclad,1,1,41137
irregular,1,1,41138
irregularity,1,1,41139
irrelevant,1,1,41140
irrigation,1,1,41141
isay,2,1,41142
islam,10,6,41143
islamabad,2,1,41149
islamic,131,43,41150
islamicmilit,2,2,41193
islamist,7,5,41195
island,77,25,41200
islander,1,1,41225
islandus,1,1,41226
ismail,2,2,41227
ismet,3,3,41229
isnt,8,8,41232
isolate,1,1,41240
isolated,3,3,41241
isolation,2,2,41244
israel,159,28,41246
israeli,120,23,41274
issa,1,1,41297
issuance,1,1,41298
issue,86,55,41299
issued,31,29,41354
issuing,6,6,41383
istanbul,4,4,41389
it,1451,266,41393
italian,20,7,41659
italy,42,13,41666
itamar,2,2,41679
itar,6,4,41681
itching,1,1,41685
item,8,8,41686
itll,1,1,41694
itself,14,14,41695
itv,1,1,41709
iv,3,3,41710
ivan,1,1,41713
ive,11,7,41714
jabaliya,2,2,41721
jabr,1,1,41723
jacaranda,1,1,41724
jack,4,3,41725
jackie,3,3,41728
jackson,5,5,41731
jacob,1,1,41736
jacque,2,2,41737
jah,1,1,41739
jail,13,11,41740
jailed,14,13,41751
jailing,3,1,41764
jaime,1,1,41765
jakarta,17,9,41766
jake,1,1,41775
jakup,2,2,41776
jamaica,3,3,41778
jamal,3,3,41781
jamaran,2,2,41784
jame,22,21,41786
jammed,8,8,41807
jamsheed,3,3,41815
jan,5,5,41818
jane,3,3,41823
janeiro,26,13,41826
jannati,3,3,41839
january,10,10,41842
japan,31,16,41852
japanese,6,4,41868
jardine,1,1,41872
jargon,1,1,41873
jasan,1,1,41874
jasmin,4,2,41875
jasser,1,1,41877
javanese,1,1,41878
jay,2,2,41879
jaya,1,1,41881
jbm,2,2,41882
jcbk,2,2,41884
jean,15,14,41886
jeddah,3,2,41900
jeep,2,2,41902
jefford,1,1,41904
jeffrey,2,2,41905
jehl,4,4,41907
jelisic,5,2,41911
jenifer,2,2,41913
jenin,1,1,41915
jennifer,2,2,41916
jeopardize,1,1,41918
jeopardized,1,1,41919
jeopardizing,1,1,41920
jeopardy,2,2,41921
jer,1,1,41923
jeremy,1,1,41924
jerrold,1,1,41925
jerry,1,1,41926
jerusalem,46,19,41927
jesusa,1,1,41946
jet,21,17,41947
jetliner,3,3,41964
jew,27,10,41967
jewel,1,1,41977
jewelry,2,2,41978
jewish,20,14,41980
jh,5,5,41994
jiang,10,1,41999
jianguo,1,1,42000
jiangxia,4,3,42001
jidda,5,3,42004
jihad,18,9,42007
jim,14,14,42016
jingjing,2,2,42030
jingsheng,1,1,42032
jingyi,3,3,42033
jjhvj,1,1,42036
jl,2,2,42037
jo,5,5,42039
joaquin,1,1,42044
job,23,20,42045
jocelyn,1,1,42065
jockey,7,7,42066
jockeyed,1,1,42073
joe,4,4,42074
joel,6,5,42078
jogger,1,1,42083
joh,1,1,42084
johan,4,4,42085
johanna,1,1,42089
johannesburg,9,7,42090
johansson,4,2,42097
john,73,32,42099
johnson,6,4,42131
join,14,12,42135
joined,7,7,42147
joining,1,1,42154
joint,2,2,42155
jointly,1,1,42157
joke,1,1,42158
joked,1,1,42159
joker,1,1,42160
jonathan,1,1,42161
jone,9,5,42162
jorda,1,1,42167
jordan,19,8,42168
jordanian,3,2,42176
jorge,3,3,42178
jose,6,5,42181
josep,1,1,42186
joseph,19,16,42187
josh,1,1,42203
josip,1,1,42204
josue,1,1,42205
journal,4,4,42206
journalist,17,10,42210
journey,6,5,42220
joy,8,8,42225
joyously,1,1,42233
jr,7,5,42234
jrl101,1,1,42239
jt,8,8,42240
jtkrt,1,1,42248
juan,21,9,42249
jubilantly,1,1,42258
jubilation,1,1,42259
judge,57,30,42260
judged,4,4,42290
judging,3,3,42294
judgment,8,6,42297
judicial,13,11,42303
judiciary,14,12,42314
judith,2,2,42326
judo,1,1,42328
juliana,1,1,42329
july,10,10,42330
jumbo,2,2,42340
jump,3,2,42342
jumped,4,3,42344
june,32,19,42347
jungle,1,1,42366
junk,1,1,42367
junta,4,2,42368
jurisdiction,8,7,42370
jury,10,10,42377
just,112,76,42387
justice,45,27,42463
justified,3,3,42490
juvenile,2,2,42493
jw,2,2,42495
kabbalah,1,1,42497
kabul,1,1,42498
kaddish,1,1,42499
kadirov,2,1,42500
kahane,6,2,42501
kaleidoscope,1,1,42503
kamel,1,1,42504
kandang,1,1,42505
kandic,1,1,42506
karadzic,2,1,42507
karen,5,2,42508
karin,1,1,42510
karl,3,3,42511
karlsruhe,1,1,42514
kaspar,2,1,42515
kastrati,2,2,42516
katharine,4,4,42518
katherine,1,1,42522
kathy,1,1,42523
katz,2,2,42524
kazakstan,4,2,42526
kazami,1,1,42528
kazem,1,1,42529
kc,2,1,42530
kearney,1,1,42531
keelung,2,2,42532
keenest,1,1,42534
keenly,1,1,42535
keenness,3,3,42536
keep,50,41,42539
keeping,13,11,42580
kelli,2,2,42591
kelly,14,2,42593
ken,4,4,42595
kennedy,9,9,42599
kenneth,5,5,42608
kentucky,3,1,42613
kenya,50,15,42614
kenyan,20,5,42629
kept,16,13,42634
kerstin,2,2,42647
keun,1,1,42649
key,48,34,42650
keyboard,1,1,42684
keynote,1,1,42685
kgosie,2,2,42686
khadzhi,1,1,42688
khaled,2,2,42689
khaleej,1,1,42691
khalifa,4,4,42692
khalifah,1,1,42696
khalilzad,2,2,42697
khamenei,12,7,42699
khartoum,2,1,42706
khatami,27,8,42707
khobar,2,2,42715
khomeini,3,3,42717
khumoyan,1,1,42720
kiatisuk,2,1,42721
kicked,5,3,42722
kicking,1,1,42725
kid,9,5,42726
kidnap,3,1,42731
kidnaped,1,1,42732
kidnapped,25,9,42733
kidnapper,11,4,42742
kidnapping,27,7,42746
kiichi,2,2,42753
kill,22,21,42755
killed,128,84,42776
killer,9,6,42860
killing,81,50,42866
kilometer,42,34,42916
kilowatt,1,1,42950
kind,24,22,42951
king,12,11,42973
kingdom,1,1,42984
kingmaker,2,2,42985
kinzer,3,3,42987
kinzo,4,2,42990
kirk,5,2,42992
kirkhart,6,2,42994
kislov,2,1,42996
kissed,2,2,42997
kitchen,11,10,42999
kitt,10,3,43009
kivrikoglu,3,3,43012
kjd,1,1,43015
kl,4,4,43016
kla,6,2,43020
klan,2,2,43022
klaus,2,1,43024
klein,1,1,43025
klerk,28,5,43026
klux,2,2,43031
km,3,3,43033
kneel,1,1,43036
knew,26,15,43037
knezevic,1,1,43052
knicked,1,1,43053
knight,1,1,43054
knit,1,1,43055
knock,1,1,43056
knocked,4,4,43057
know,77,54,43061
knowing,2,2,43115
knowingly,2,2,43117
knowledge,8,7,43119
known,48,41,43126
kocieniewski,2,2,43167
kock,3,1,43169
kod,2,2,43170
kofi,2,2,43172
koha,2,2,43174
kolbe,1,1,43176
kong,30,17,43177
koran,10,2,43194
koranic,2,2,43196
korea,16,6,43198
korean,7,3,43204
korkmaz,1,1,43207
kosovo,73,9,43208
koussa,2,1,43217
kow,1,1,43218
kph,15,8,43219
krauss,2,2,43227
kritsada,1,1,43229
krugman,2,1,43230
kruno,2,2,43231
krzysztof,1,1,43233
ku,2,2,43234
kuala,3,1,43236
kudpong,1,1,43237
kung,2,2,43238
kur,1,1,43240
kurd,33,14,43241
kurdish,87,24,43255
kurdishrebel,1,1,43279
kurdistan,10,8,43280
kutan,12,4,43288
kuwait,2,2,43292
kwazulu,3,3,43294
kwazulunatal,6,2,43297
la,9,7,43299
labadie,1,1,43306
labeled,3,3,43307
labor,48,20,43310
laboratory,6,4,43330
labored,2,2,43334
laborious,1,1,43336
laborstri,1,1,43337
lack,16,14,43338
lacked,2,2,43352
lacking,2,2,43354
lackluster,2,2,43356
laden,183,21,43358
laden0594,1,1,43379
ladin,2,2,43380
lag,1,1,43382
lagged,2,2,43383
lago,3,1,43385
laid,11,8,43386
lake,6,6,43394
laleh,1,1,43400
lamar,1,1,43401
lamberto,2,2,43402
lamen,4,4,43404
lamented,1,1,43408
lamin,1,1,43409
lamotta,1,1,43410
lamp,2,2,43411
lan,2,2,43413
land,50,30,43415
landale,1,1,43445
landed,3,3,43446
landfall,1,1,43449
landing,16,7,43450
landler,1,1,43457
landmark,7,5,43458
landmine,1,1,43463
landrum,3,1,43464
landscape,4,4,43465
landslide,22,8,43469
landzo,9,1,43477
lane,1,1,43478
langenglish,174,174,43479
language,7,7,43653
languish,1,1,43660
languished,1,1,43661
lanka,1,1,43662
lankarani,1,1,43663
laptop,2,2,43664
lara,2,1,43666
large,44,40,43667
largely,19,17,43707
larger,18,16,43724
largest,52,46,43740
lari,1,1,43786
laroche,2,1,43787
larry,2,2,43788
lase,1,1,43790
laser,7,1,43791
lash,1,1,43792
lashed,3,3,43793
lasse,2,2,43796
last,257,161,43798
lasted,3,3,43959
lasting,2,2,43962
late,40,33,43964
later,99,65,43997
latest,21,20,44062
lathem,2,1,44082
latin,37,20,44083
latter,3,3,44103
laughed,1,1,44106
launch,7,7,44107
launche,3,3,44114
launched,7,7,44117
launcher,3,3,44124
launching,3,3,44127
launder,1,1,44130
laura,2,2,44131
laurie,1,1,44133
lausanne,2,1,44134
lavie,4,4,44135
lavish,1,1,44139
lavishly,2,2,44140
law,105,61,44142
lawless,1,1,44203
lawlessness,1,1,44204
lawmaker,15,9,44205
lawn,1,1,44214
lawrence,2,2,44215
lawsuit,6,5,44217
lawyer,60,26,44222
lay,14,11,44248
layer,1,1,44259
laying,6,6,44260
layoff,2,2,44266
lazy,2,2,44268
lb,12,12,44270
lc,1,1,44282
ld,168,88,44283
ld0074,1,1,44371
ld0105,1,1,44372
ld0208,1,1,44373
ld0236,1,1,44374
ld0267,1,1,44375
ld0298,1,1,44376
ld0538,1,1,44377
ld0555,1,1,44378
le,5,5,44379
lead,72,58,44384
leader,262,123,44442
leadership,30,23,44565
leading,51,44,44588
leafy,1,1,44632
league,10,9,44633
leak,2,2,44642
leaked,6,4,44644
lean,9,9,44648
leaning,2,2,44657
leap,2,2,44659
leaped,1,1,44661
leaping,2,2,44662
learn,1,1,44664
learned,11,10,44665
learning,3,3,44675
lease,2,2,44678
least,98,68,44680
leave,34,26,44748
leaving,17,17,44774
lebanese,2,2,44791
lebanon,1,1,44793
lebedev,1,1,44794
lectured,1,1,44795
lecturer,1,1,44796
led,70,51,44797
lede,2,2,44848
lee,2,2,44850
leeman,3,3,44852
left,89,66,44855
leftist,22,17,44921
leg,5,5,44938
legacy,2,2,44943
legal,47,29,44945
legality,1,1,44974
legally,5,4,44975
legged,3,3,44979
legion,4,2,44982
legionnaire,2,2,44984
legislation,23,8,44986
legislative,12,10,44994
legislator,9,7,45004
legislature,6,4,45011
legitimacy,3,3,45015
legitimate,4,3,45018
legitimization,1,1,45021
legwell,3,1,45022
lehman,1,1,45023
lemaire,1,1,45024
lemuel,1,1,45025
len,1,1,45026
lending,9,4,45027
length,7,5,45031
lengthy,3,3,45036
lenient,1,1,45039
leninism,1,1,45040
lennart,6,4,45041
lense,3,3,45045
lent,1,1,45048
leo,7,7,45049
leon,3,3,45056
leonard,2,1,45059
leonardo,3,3,45060
leonid,46,9,45063
leonide,1,1,45072
leopoldo,1,1,45073
leorama,2,1,45074
lepti,1,1,45075
less,53,39,45076
lessen,1,1,45115
lesser,3,3,45116
lesson,4,3,45119
let,17,13,45122
letelier,1,1,45135
letter,37,23,45136
letting,2,2,45159
level,32,28,45161
leveled,4,4,45189
levendosat,2,2,45193
levendosky,8,2,45195
leverage,1,1,45197
lewi,2,2,45198
lewinsky,13,5,45200
lh,1,1,45205
lhokseumawe,1,1,45206
li,8,5,45207
liability,3,2,45212
liaison,3,3,45214
liar,2,2,45217
libel,1,1,45219
liberal,18,11,45220
liberalization,2,1,45231
liberate,2,2,45232
liberation,16,13,45234
libertatea,1,1,45247
liberty,2,2,45248
library,2,2,45250
libya,91,15,45252
libya0389,1,1,45267
libyan,61,10,45268
license,7,7,45278
licensed,2,2,45285
licensing,2,2,45287
lidar,5,1,45289
lie,4,3,45290
lieu,2,2,45293
lieutenant,1,1,45295
life,66,57,45296
lifeline,1,1,45353
lift,4,4,45354
lifted,5,4,45358
lifting,3,3,45362
light,25,17,45365
lighted,1,1,45382
lighter,4,4,45383
lighting,1,1,45387
lightly,1,1,45388
like,161,87,45389
likeable,1,1,45476
liked,5,5,45477
likelihood,1,1,45482
likely,47,32,45483
liken,1,1,45515
likened,3,3,45516
liking,1,1,45519
limb,1,1,45520
limin,1,1,45521
limit,14,12,45522
limited,11,10,45534
limiting,2,2,45544
limousine,1,1,45546
linda,2,2,45547
lindholm,1,1,45549
line,64,45,45550
lined,1,1,45595
liner,35,10,45596
linger,1,1,45606
lining,2,2,45607
link,17,13,45609
linked,10,8,45622
linking,7,7,45630
lip,1,1,45637
lipton,1,1,45638
liren,1,1,45639
lisa,1,1,45640
lisbon,9,4,45641
list,29,19,45645
listed,1,1,45664
listen,2,2,45665
listened,1,1,45667
listening,5,5,45668
listing,2,2,45673
lit,2,2,45675
litany,1,1,45677
literal,1,1,45678
literate,2,2,45679
littered,4,4,45681
little,45,42,45685
liu,19,2,45727
lius,2,1,45729
live,50,43,45730
lived,20,15,45773
livelihood,1,1,45788
livestock,1,1,45789
living,20,16,45790
livingston,10,4,45806
ll,2,2,45810
llano,1,1,45812
lm,1,1,45813
lo,7,7,45814
load,1,1,45821
loan,20,12,45822
loath,1,1,45834
loathe,2,2,45835
lobbied,2,2,45837
lobby,4,4,45839
local,66,43,45843
locale,1,1,45886
locally,3,3,45887
locate,1,1,45890
located,6,5,45891
location,7,6,45896
locator,6,6,45902
lockart,1,1,45908
locked,9,8,45909
lockerbie,24,10,45917
lockhart,3,3,45927
lockout,3,1,45930
lodge,1,1,45931
lodz,1,1,45932
logged,1,1,45933
logistic,1,1,45934
logistical,2,1,45935
lohr,5,5,45936
lomb,1,1,45941
london,41,20,45942
lone,1,1,45962
lonely,2,2,45963
long,124,97,45965
longer,25,23,46062
longitude,1,1,46085
longstanding,3,3,46086
longterm,1,1,46089
longtime,6,3,46090
look,37,33,46093
looked,7,6,46126
looking,16,16,46132
looming,4,4,46148
loophole,1,1,46152
loose,7,6,46153
looser,1,1,46159
lope,1,1,46160
lopez,1,1,46161
lopsided,1,1,46162
loral,2,2,46163
lord,1,1,46165
lorenzo,3,1,46166
lori,1,1,46167
lose,18,13,46168
losing,11,8,46181
loss,11,8,46189
losse,21,14,46197
lost,41,31,46211
lot,30,26,46242
lott,8,6,46268
lottery,1,1,46274
loudest,1,1,46275
loudly,1,1,46276
loudspeaker,6,6,46277
loui,1,1,46283
louise,7,7,46284
louisiana,1,1,46291
lounge,10,5,46292
lourde,1,1,46297
louw,2,2,46298
love,3,3,46300
loved,4,4,46303
lovely,1,1,46307
low,39,30,46308
lower,21,18,46338
lowered,3,2,46356
lowering,3,3,46358
lowest,3,3,46361
lowey,1,1,46364
loyal,1,1,46365
lozari,1,1,46366
lr,45,44,46367
ltd,3,2,46411
luca,3,3,46413
lucia,1,1,46416
luciano,1,1,46417
lucinda,1,1,46418
lucio,8,6,46419
luck,2,2,46425
lucky,4,4,46427
luggage,2,1,46431
lui,2,2,46432
luiz,15,11,46434
lukewarm,1,1,46445
lula,11,11,46446
luminous,1,1,46457
lumpur,3,1,46458
lure,2,2,46459
luring,1,1,46461
lusa,2,1,46462
lush,1,1,46463
lushine,1,1,46464
lutheran,1,1,46465
luxembourg,1,1,46466
luxury,2,2,46467
luz,1,1,46469
luzon,5,4,46470
lvgz,2,2,46474
ly,3,3,46476
lying,4,4,46479
lyndon,1,1,46483
lynn,2,2,46484
lynne,3,2,46486
lyon,1,1,46488
ma,1,1,46489
maarif,1,1,46490
maarten,1,1,46491
macedonian,8,6,46492
machine,8,8,46498
machinery,1,1,46506
macika,1,1,46507
made,118,80,46508
madein,1,1,46588
madeleine,2,2,46589
madeline,1,1,46591
madhoun,1,1,46592
madikizela,9,4,46593
madrid,6,2,46597
madureiro,1,1,46599
mae,1,1,46600
